Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
1418,parts,"['NNS', 'NNS']",dobj,story,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1419,plant,"['DT', 'NN']",poss,leaves,"['DT', 'NNS']",dobj,Component-Whole,"e2,e1",Other,Other
1420,starch,['NN'],nsubj,sugars,['NNS'],pobj,Entity-Origin,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1421,employee,['NN'],nsubj,comment,['NN'],dobj,Product-Producer,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1422,tree,['NN'],nsubj,woods,['NNS'],pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1423,council,['NN'],nsubj,zones,['NNS'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1424,theme,['NN'],nsubjpass,street vision,"['VBZ', 'NN', 'NN']",pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e2,e1)"
1425,catheter,"['DT', 'NN', 'DT', 'DT', 'DT']",nsubjpass,artery,"['DT', 'NN', 'DT']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1426,fever,['NN'],dobj,vaccines,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1427,decision,"['VBZ', 'NN', 'NN']",dobj,maker,"['DT', 'NN', 'DT']",nsubj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
1428,bodies,['NNS'],appos,barrels,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1429,report,['NN'],nsubjpass,motives,['NNS'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1430,baseball,['NN'],compound,arbitrator,"['NN', 'TO']",compound,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1431,report,['NN'],nsubj,degree,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1432,tree,['JJ'],nsubj,woods,['NNS'],pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1433,Acne,['NNP'],nsubjpass,oily skin,"['JJ', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1434,meeting,['NN'],nsubj,vote,"['NN', 'VB']",xcomp,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1435,movie,['NN'],nsubj,box set,"['NN', 'VBN']",acl,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1436,magazines,['NNS'],nsubjpass,subscribers,['NNS'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1437,dirt,['NN'],conj,acne,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1438,bottle,"['NN', 'NN']",dobj,canteen,"['DT', 'NN']",pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1439,sandalwood,['NN'],nsubj,soil,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1440,coil,"['NN', 'NN']",pobj,galvanometer,"['NN', 'DT']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1441,sheets,['NNS'],nsubj,aspects,['NNS'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1442,project,['NN'],nsubj,art,['RB'],dobj,Instrument-Agency,"e2,e1",Other,Other
1443,squads,"['NNS', 'DT']",nsubj,shots,['NNS'],pobj,Other,Othe,Instrument-Agency,"Instrument-Agency(e2,e1)"
1444,fuselage,"['NN', 'DT']",nsubj,bay,"['DT', 'NN', 'NN']",conj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1445,rabble,"['DT', 'NN']",conj,persons,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1446,pole,['NN'],pobj,receptacle,"['DT', 'DT', 'NN', 'DT']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1447,brain,['NN'],pobj,cerebellum,['NN'],pobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
1448,pillow,['NN'],dobj,foam,['NN'],pobj,Component-Whole,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1449,houses,['NNS'],pobj,government,['NN'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1450,pile,['NN'],dobj,books,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1451,rules,['NNS'],nsubj,criteria,['NNS'],dobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1452,remnant,"['DT', 'NN', 'DT', 'DT']",pobj,epochs,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1453,player,['NN'],nsubj,keyframe,['NN'],pobj,Entity-Origin,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1454,ship,['JJ'],compound,fleet,['NN'],dobj,Member-Collection,"e1,e2",Other,Other
1455,blogs,['NNS'],pobj,life,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1456,teacher,"['DT', 'NN']",poss,blackboard,"['DT', 'VB']",compound,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1457,work,"['NN', 'NN', 'CC']",attr,employee,['NN'],conj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1458,categories,['NNS'],pobj,tourism,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1459,water,['NN'],pobj,ocean,"['NN', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1460,mother,['NN'],nsubj,depression,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1461,troop,['NN'],pobj,fairies,"['DT', 'DT', 'NNS', 'DT']",pobj,Member-Collection,"e2,e1",Other,Other
1462,syrup,['NN'],dobj,cask,"['DT', 'NN', 'DT']",pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1463,rainbows,['NNS'],nsubjpass,refraction,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1464,chart,"['NN', 'DT']",nsubj,study,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1465,candlestick,"['DT', 'DT', 'CC', 'DT', 'NN']",compound,maker,"['DT', 'DT', 'DT', 'NN']",conj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
1466,storm,['NN'],nsubj,cancellation,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1467,parade,"['DT', 'NN', 'DT']",pobj,athletes,"['DT', 'NNS', 'DT']",pobj,Member-Collection,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
1468,harm,"['NN', 'DT']",pobj,flood,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1469,history,['NN'],nsubjpass,book,['NN'],pobj,Message-Topic,"e2,e1",Content-Container,"Content-Container(e1,e2)"
1470,album,"['NN', 'DT']",nsubjpass,jacket,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1471,aid,['NN'],nsubjpass,countries,['NNS'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1472,mustard,"['NN', 'NN', 'DT', 'DT']",compound,mustard seeds,"['NN', 'NN', 'NNS', 'DT', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1473,mother,"['DT', 'PRP$', 'NN', 'DT']",nsubj,team,"['NN', 'DT', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1474,milk,['NN'],pobj,sack,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1475,work,['NN'],nsubj,themes,['NNS'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1476,bands,"['NNS', 'CC', 'DT', 'CC', 'NN']",pobj,researchers,"['DT', 'NNS']",nsubj,Instrument-Agency,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1477,regiment,['NN'],dobj,archers,"['PRP', 'DT', 'NNS', 'PRP', 'NNS']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1478,skin,"['IN', 'NN']",nsubj,face,"['DT', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1479,formations,['NNS'],conj,year,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1480,cow,['NN'],pobj,milk,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1481,batteries,['NNS'],nsubj,power,['NN'],dobj,Cause-Effect,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1482,bomb,['NN'],dobj,fruit,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1483,burner,['NN'],nsubjpass,dryer,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1484,humpback,"['RB', 'NN', 'DT']",nsubj,flipper,['NN'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1485,vessels,['NNS'],nsubj,badge,['NN'],pobj,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1486,bakers,"['NNS', 'DT', 'DT']",nsubj,handle,"['DT', 'DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1487,prince,['NN'],nsubj,frosting,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1488,contractions,['NNS'],nsubjpass,prostaglandins,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1489,pleasure,['NN'],dobj,suffering,['NN'],conj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
1490,folks,['NNS'],nsubj,lens,['NN'],pobj,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1491,people,['NNS'],dobj,twilight zone,"['JJ', 'NN']",pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1492,chicken,['NN'],compound,soup,['NN'],pobj,Entity-Origin,"e2,e1",Other,Other
1493,cigarette,"['NN', 'DT']",nsubj,alarm,"['DT', 'NN']",dobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1494,magazine,"['NN', 'IN']",nsubj,developments,['NNS'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1495,casket,"['DT', 'NN', 'DT', 'NN']",pobj,casket,"['DT', 'NN', 'DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1496,window,"['NN', 'NN']",pobj,train,"['DT', 'NN', 'DT']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1497,drawing,"['VBG', 'DT']",acl,man,"['DT', 'NN']",dobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1498,chess openings,"['NN', 'NNS', 'IN']",pobj,literature,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
1499,powder,['NN'],nsubjpass,roll,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1500,body,['NN'],nsubj,suitcase,"['DT', 'NN', 'DT']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1501,sweeper,['NN'],nsubj,end,"['NN', 'NN']",pobj,Entity-Origin,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1502,abridger,"['NN', 'DT']",nsubj,eye,['NN'],pobj,Other,Othe,Instrument-Agency,"Instrument-Agency(e2,e1)"
1503,proclamation,"['DT', 'NN', 'DT']",dobj,flu,['NN'],nsubj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1504,Rumors,['NNS'],nsubjpass,public,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1505,book,['NN'],dobj,cupboard,"['DT', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1506,infant,"['NN', 'IN', 'DT']",nsubj,box,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
1507,complications,"['NNS', 'DT']",pobj,deaths,"['NNS', 'DT']",pobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1508,brood,['NN'],pobj,chicks,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1509,trail,['NN'],ROOT,village,['NN'],pobj,Other,Othe,Entity-Origin,"Entity-Origin(e1,e2)"
1510,pilots,['NNS'],nsubj,trouble,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1511,grower,['NN'],nsubj,moldboard,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1512,maker,['NN'],appos,handbags,"['CC', 'NNS']",pobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1513,recipe,['NN'],nsubj,grandmother,"['DT', 'CC', 'NN']",pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1514,steam,"['NN', 'NN']",nsubjpass,combustion,['NN'],pobj,Cause-Effect,"e2,e1",Entity-Origin,"Entity-Origin(e1,e2)"
1515,timers,['NNS'],nsubjpass,event,['NN'],pobj,Other,Othe,Entity-Origin,"Entity-Origin(e1,e2)"
1516,clergy,['NN'],conj,faiths,"['NNS', 'DT', 'DT']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1517,dule,['NN'],pobj,turkeys,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
1518,shifts,['NNS'],nsubjpass,gas flows,"['NN', 'NNS']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1519,teacher,"['NN', 'DT']",nsubj,book,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1520,declaration,"['DT', 'NN']",dobj,climate change,"['DT', 'NN', 'NN']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1521,contents,['NNS'],dobj,packet,"['NN', 'DT']",pobj,Content-Container,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
1522,flight,['NN'],dobj,stairs,"['DT', 'NNS']",pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1523,Lesions,"['NNS', 'IN', 'IN']",ROOT,hemiparesis,"['DT', 'NN']",nsubj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1524,initiative,"['NN', 'IN', 'IN', 'DT', 'IN']",nsubjpass,obesity,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1525,book,['NN'],nsubj,role,['NN'],pobj,Message-Topic,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1526,frontpage,"['IN', 'NN']",pobj,news paper,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1527,chip,['NN'],nsubj,reliquary,"['DT', 'DT', 'JJ']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1528,blank,"['NN', 'DT']",nsubjpass,carton,"['DT', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1529,meinie,"['IN', 'NN']",conj,sparrows,"['DT', 'NNS', 'DT']",pobj,Member-Collection,"e2,e1",Other,Other
1530,fluid,['NN'],nsubjpass,body,['NN'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1531,princess,"['NN', 'IN', 'IN']",nsubjpass,storm,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
1532,olive oil,"['JJ', 'NN']",nsubjpass,salad,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1533,acid,"['NN', 'DT']",nsubj,bottle,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1534,transformer,"['DT', 'NN']",dobj,shield,['NN'],dobj,Component-Whole,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1535,article,['NN'],pobj,impulsivity,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1536,cadre,"['DT', 'NN']",dobj,combinations,"['DT', 'NNS']",pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
1537,letter,['NN'],dobj,teaching duties,"['DT', 'JJ', 'NNS']",dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1538,projects,['NNS'],nsubj,markets,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1539,sleeve,['NN'],ccomp,blouse,['IN'],dobj,Component-Whole,"e1,e2",Other,Other
1540,issues,['NNS'],pobj,law,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1541,congestion,['NN'],nsubj,delays,['NNS'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1542,report,['NN'],dobj,death,['NN'],pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
1543,suspects,['NNS'],dobj,police,['NN'],pobj,Entity-Destination,"e1,e2",Other,Other
1544,Concerns,['NNS'],nsubjpass,data protection,"['NNS', 'NN', 'DT']",pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1545,catch,['NN'],dobj,fish,['JJ'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1546,program,"['NN', 'DT']",nsubj,notes,['NNS'],dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1547,term,['NN'],nsubjpass,metaphor,"['DT', 'NN', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1548,answer,['NN'],nsubj,paragraph,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
1549,anthology,"['DT', 'NN']",nsubj,novels,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1550,officer,['NN'],pobj,ram,"['DT', 'NNS']",pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e1,e2)"
1551,bastard,"['NN', 'DT']",nsubj,velocity,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
1552,verses,['NNS'],pobj,people,['NNS'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1553,text,"['NN', 'NN', 'NN']",compound,text box,"['NN', 'NN', 'NN', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1554,dentist,['NN'],nsubj,drill,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1555,competition,['NN'],dobj,station,['NN'],compound,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
1556,proverb,['NN'],attr,parts,"['DT', 'NNS']",pobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1557,picture,['NN'],attr,file,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1558,plasma,['NN'],nsubjpass,discharge,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1559,artwork,['NN'],nsubj,evening,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1560,indicator,['NN'],nsubj,bus,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1561,horn,['NN'],nsubj,end,['NN'],dobj,Component-Whole,"e2,e1",Other,Other
1562,copper,"['NN', 'NN']",compound,molds,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1563,storylines,"['NNS', 'IN']",nsubjpass,chapters,['NNS'],dobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1564,padlock,['NN'],dobj,cage,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1565,book,['NN'],nsubj,social history,"['VBZ', 'JJ', 'NN']",pobj,Message-Topic,"e1,e2",Other,Other
1566,methods,['NNS'],nsubjpass,paper,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1567,coffee,"['NN', 'IN', 'NN', 'RP']",nsubjpass,pot,"['NN', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1568,ensemble,['NN'],pobj,clothes,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1569,zoo,['NN'],attr,monsters,"['NNS', 'IN']",pobj,Member-Collection,"e2,e1",Other,Other
1570,dust,['NN'],nsubj,caisson,"['DT', 'DT', 'NN', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1571,guest,['NN'],nsubj,mallet,"['DT', 'NN', 'DT']",pobj,Instrument-Agency,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1572,infections,['NNS'],nsubj,disease,"['NN', 'VBZ']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1573,treatment,['NN'],pobj,ultrasound,['NN'],pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
1574,lathe,"['DT', 'NN', 'DT']",pobj,friend,['NN'],pobj,Instrument-Agency,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1575,jump,['NN'],pobj,deterioration,"['NN', 'DT']",attr,Cause-Effect,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1576,cocaine,"['NN', 'NN']",compound,pressure,['NN'],conj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1577,man,['NN'],nsubjpass,building,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1578,file,['NN'],nsubj,pages,['NNS'],pobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1579,locomotives,['NNS'],nsubj,engines,"['NNS', 'NNS']",pobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1580,dirt,['NN'],dobj,canister,"['DT', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1581,spike,['NN'],dobj,glitch,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1582,complex,['JJ'],nsubj,restaurant,"['DT', 'NN']",dobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1583,horde,['NN'],dobj,hackers,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1584,areas,['NNS'],nsubjpass,spaces,['NNS'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1585,recordings,['NNS'],nsubjpass,public domain,"['JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1586,book,"['NN', 'NN']",conj,author,"['CC', 'DT', 'NN']",pobj,Product-Producer,"e1,e2",Other,Other
1587,brigade,"['DT', 'NN']",nsubj,guns,['NNS'],pobj,Other,Othe,Other,Other
1588,Stimulation,"['NN', 'DT']",nsubj,latency,"['DT', 'NN']",pobj,Cause-Effect,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1589,artist,"['NN', 'DT', 'DT', 'DT']",nsubj,pointer,['NN'],dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1590,oatmeal,['NN'],amod,cookies,['NNS'],nsubj,Entity-Origin,"e2,e1",Other,Other
1591,clamour,['NN'],nsubj,rooks,['NNS'],dobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1592,grenade,"['DT', 'NN']",dobj,crowd,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1593,intellect,"['IN', 'JJ', 'IN']",nsubj,pen,['NN'],dobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1594,tribe,['NN'],dobj,baboons,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
1595,verses,['NNS'],pobj,freedom,['NN'],pobj,Message-Topic,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1596,coughing,"['VBG', 'IN']",advcl,inhaling,"['VBG', 'IN']",pcomp,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1597,data,"['NNS', 'DT']",dobj,section,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1598,character-compeers,"['NNS', 'NNS']",dobj,profligates,"['IN', 'NNS']",pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
1599,intestine,"['IN', 'NN', 'IN']",pobj,cat,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1600,outbreak,['NN'],nsubjpass,vaccine,"['IN', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1601,communion,['NN'],pobj,churches,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
1602,handle,['NN'],dobj,dishwasher,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1603,suitcase,"['DT', 'JJ', 'DT']",pobj,items,['NNS'],pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1604,tests,['NNS'],nsubj,substance,"['DT', 'NN']",dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1605,price,['NN'],nsubj,weeks,['NNS'],npadvmod,Other,Othe,Cause-Effect,"Cause-Effect(e1,e2)"
1606,facemasks,['NNS'],pobj,reduction,"['IN', 'NN']",pobj,Other,Othe,Other,Other
1607,ratpack,"['DT', 'DT', 'NN']",pobj,folks,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1608,basket,['NN'],nsubj,faces,['VBZ'],pobj,Content-Container,"e2,e1",Other,Other
1609,report,"['NN', 'NN']",attr,requirements,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
